shop,name,lat,lon
convenience,Fish &chips гастропаб,59.9501073,30.2247512
convenience,,59.950177,30.2242469
supermarket,Пятёрочка,59.9492596,30.2292679
optician,,59.9491095,30.2302442
jewelry,585,59.949308,30.2315746
computer,Юлмарт Outpost Наличная,59.9495226,30.2316927
optician,,59.9499464,30.2319609
furniture,,59.9501395,30.2321112
optician,,59.9504452,30.2322721
convenience,Продукты,59.9982286,30.2101001
dry_cleaning,Лотос,59.9841761,30.340641
convenience,Продукты,59.7242268,30.4043727
convenience,,59.7236509,30.4082054
shoes,ЦентрОбувь,59.7272655,30.4167271
hairdresser,"Студия красоты ""Анви""",59.7263488,30.4190046
sports,Планета Спорт,59.9694869,30.3425522
car_repair,Шиномонтаж,59.969626,30.3441437
beauty,Bora-Bora,59.9292127,30.3442946
car_repair,Union,60.0440649,30.3739008
supermarket,Народная 7Я семьЯ,59.943311,30.2346612
pet,,59.9436454,30.2334361
hairdresser,,59.9346482,30.2435616
beauty,Камю,59.9353502,30.2485662
convenience,,59.9350775,30.238858
supermarket,Пятёрочка,59.9381674,30.2426145
hairdresser,,59.93503,30.2433623
florist,Роза ветров,59.9353079,30.2487397
beauty,Лион,59.9357824,30.2386997
convenience,,59.9354065,30.2491571
supermarket,Пятёрочка,59.9361109,30.2428933
furniture,Van паркет,59.9382849,30.2438733
supermarket,Пятёрочка,59.9376387,30.2381076
beauty,Respect,59.9358455,30.2487163
hairdresser,Шарм,59.9382943,30.2439577
convenience,Технолог,59.9358999,30.2385707
shoes,Мир обуви,59.9352596,30.2387759
convenience,,60.2294292,30.5431446
doityourself,,60.2296369,30.543327
convenience,,60.2333117,30.5459351
supermarket,Дикси,60.0097768,30.3498161
toys,Щелкунчик,59.7219267,30.3988283
hairdresser,Элис,59.7218826,30.3990035
convenience,Продукты,59.7263514,30.4021207
supermarket,Пятачок,60.2545983,29.5794416
sports,Кант,60.0060505,30.3915308
bakery,Горячие пироги,60.0064721,30.39036
sports,СпортРесурс,60.0024402,30.382582
supermarket,Пятёрочка,59.9182019,30.3571847
convenience,Продукты,59.9198339,30.358869
erotic,,59.9214047,30.3553499
hardware,Хозяйственный дворик,59.9215876,30.351863
convenience,Продукты,59.9221476,30.3522801
jewelry,,59.9203284,30.35436
hairdresser,,59.9213711,30.3555098
supermarket,Spar,59.5711262,30.1419648
convenience,Терминатор,59.5700679,30.1350821
convenience,,59.8331596,29.8776799
convenience,,59.83302,29.8777038
car_parts,Автозапчасти,59.7271142,30.4071999
convenience,,59.7267831,30.4067633
pet,Домашний любимец,59.7269882,30.4070465
doityourself,Уют,59.7272373,30.4072673
hairdresser,Шестой Квартал,59.7263464,30.4068417
furniture,,59.7269456,30.4069695
doityourself,РИФ,59.7287431,30.4047419
convenience,Продукты,59.9364851,30.4903804
hairdresser,,59.7509443,30.5807093
convenience,Кворум,59.7578733,30.6185058
car_repair,,59.7578193,30.6186378
car_repair,BMW,59.9209453,30.4123423
car_repair,az495,59.9285914,30.4061525
supermarket,Пятёрочка,60.0057908,30.4283023
supermarket,Дикси,60.0063432,30.4261733
supermarket,Spar,59.7406723,30.5838704
supermarket,Пятёрочка,59.9976307,30.3716691
convenience,Десятка,59.8740172,29.8587768
hardware,Лео,59.8739937,29.8583939
jewelry,Мир камня,59.8519647,30.3349916
beauty,Перевоплощение,59.8519685,30.3352881
tailor,"Ателье ""Гранд""",59.8526808,30.3325464
supermarket,Народная 7Я семьЯ,59.7412485,30.5784058
fabric,Империя платья,59.8519078,30.3311825
car_repair,,59.9877133,30.3335685
car_repair,Z24,60.032761,30.4334214
car_repair,Z24,59.9978502,30.2732152
supermarket,Дикси,59.8405904,30.1471845
bakery,Кондитерская,59.9974466,29.7650756
convenience,Продукты,59.997951,29.7667545
convenience,Продукты,59.9966635,29.7656713
pastry,Север,59.9347624,30.3329816
supermarket,Народная 7Я семьЯ,59.8583303,30.3788475
shoes,Альбатрос,59.9976771,29.7683371
jewelry,,59.9937506,29.763877
convenience,Лакомка,59.9987824,29.7681787
butcher,Великолукский мясокомбинат,59.9985645,29.7679929
alcohol,Дагвино,59.9978176,29.7674446
supermarket,Пятёрочка,59.8381591,30.2698473
supermarket,Полушка,59.8384003,30.2703691
supermarket,Полушка,59.8382179,30.2609399
supermarket,Универсам,59.8406642,30.2562094
supermarket,Полушка,59.998215,29.7694783
convenience,Продукты,59.9978808,29.7701381
supermarket,Народная 7Я семьЯ,59.8401487,30.2401082
convenience,Купина,59.9933909,29.7812109
pet,Зоосервис,59.9932872,29.7884366
convenience,Мини-Март,59.9930042,29.7882109
electronics,ТелеМакс,60.0113719,30.4000842
computer,ДНС,60.0113183,30.4002454
sports,Дисконт,60.0110681,30.4011296
hardware,220 вольт,60.0113666,30.4009213
supermarket,Перекрёсток,60.0339789,30.367162
convenience,На горе,59.9908584,29.7899456
supermarket,Пятёрочка,60.0112545,30.4011371
hardware,Валентина,59.9885849,29.7856469
convenience,Продовольственный магазин,59.9904772,29.7890661
beverages,,59.9873053,29.7891771
convenience,,59.9873761,29.7893165
electronics,Телемакс,60.010741,30.4039436
sports,Спортмастер,59.9112474,30.4456677
toys,Детский мир,59.9463805,30.4742485
sports,Спортмастер,59.8957094,30.5163309
toys,Детский мир,59.9086007,30.4833783
toys,Детский мир,59.8958069,30.5162304
toys,Юниор,59.8632394,30.4039947
supermarket,Перекрёсток,59.8364684,30.4038685
supermarket,Карусель,59.8532459,30.220519
shoes,Обувь для вас,59.8525814,30.2158291
computer,Юлмарт,59.8536571,30.2114051
toys,Детский мир,60.0917609,30.3775396
supermarket,О'Кей,60.0593574,30.3353886
toys,Детский мир,59.8494015,30.2684139
sports,Спортмастер,60.090355,30.3823454
toys,Детский мир,59.9263242,30.3207935
toys,Юниор,60.0594235,30.3364578
computer,Юлмарт Outpost,59.8317669,30.385874
computer,Юлмарт Outpost Поликарпова,60.0042705,30.2960364
electronics,Юлмарт Аутпост,60.0521284,30.3251121
books,Буквоед,59.8720803,30.3804457
supermarket,Полушка,59.885057,30.4863262
toys,Здоровый малыш,59.8726992,30.3919117
butcher,Мясная лавка,59.930224,30.244648
antiques;clothes;dry_cleaning;electronics;optician;second_hand,Дом быта,59.9224968,30.3504878
supermarket,Дикси,59.927699,30.3014681
convenience,,59.9907743,29.7868184
hardware,Хозтовары,59.8989203,30.215609
supermarket,Пятёрочка,59.8350869,30.1414252
convenience,Продукты,59.9897645,29.7751074
gift,Форт,59.9879407,29.7699689
convenience,Петровский,59.9884991,29.7719984
convenience,Сервис,59.98968,29.7743066
optician,Невская Оптика,59.9884569,29.7722626
convenience,Старый маяк,59.9887662,29.7707054
books,Родина,59.9880731,29.7700486
convenience,Садко,59.9885581,29.7717061
supermarket,Народная 7Я семьЯ,59.9902347,29.7748489
convenience,Продуктовый магазин,59.98848,29.7744815
florist,Цветоптторг,60.044301,30.3791724
supermarket,Дикси,60.0443526,30.378864
bathroom_furnishing,Сантехмастер,60.04344,30.3835021
supermarket,Пятёрочка,60.054783,30.3288422
supermarket,Лайм,60.0488501,30.3330867
hardware,Стройхозтовары,60.0486179,30.3333968
toys,Danbar Toys,60.0338349,30.3673215
sports,Sportland,60.0339322,30.3673852
computer,re:Store,60.0335614,30.3674862
doityourself,Архимед,59.9190456,30.4644874
hairdresser,Парикмахерская,59.9169035,30.474268
supermarket,Пятёрочка,59.9150088,30.4861561
toys,Лукоморье,59.9200052,30.4654141
supermarket,Дикси,59.9279247,30.3016469
convenience,Продукты,59.9108977,30.46135
supermarket,Пятёрочка,59.8472051,30.2075817
car_parts,Тачки,60.0012259,29.7662653
supermarket,Полушка,59.9977068,29.7658556
convenience,Каравай,59.9942578,29.7636484
convenience,Продукты,60.0011352,29.7664389
doityourself,Ратибор,59.9980929,29.7601573
convenience,Минимаркет,59.9967666,29.7602548
car,Автотовары,59.9986415,29.7630523
confectionery,Север,59.9931291,29.7633829
alcohol,Норман,59.9945173,29.763829
butcher,Мясной дворик,59.9951025,29.7643962
convenience,Продукты,59.9059175,30.4772947
alcohol,Сеть магазинов разливного пива,59.9057512,30.4765308
bakery,Цех 85,59.9058458,30.4808562
convenience,Продукты,59.9065719,30.4805444
convenience,Продукты,59.9060671,30.4779103
butcher,Великолукский мясокомбинат,59.9191365,30.4723082
shoes,Маттино,59.9090269,30.4792524
butcher,,59.9595533,30.4328297
convenience,Продукты,59.9595662,30.4321178
bakery,,59.9595221,30.431718
baby_goods,Детский рай,59.9216302,30.4750765
supermarket,РеалЪ,59.9217135,30.4754894
supermarket,Пятёрочка,59.8815762,30.2691601
car_parts,Би-Би,59.8819352,30.2694775
computer,Компьютерный мир,59.9489859,30.2347015
computer,Компьютерный мир,59.829441,30.379504
computer,DNS цифровой,59.9279776,30.3189935
bakery,Булочные Ф. Вольчека,59.9274623,30.3168335
antiques,В стиле ретро,59.9283364,30.3109436
books,Буквоед,59.8779639,30.3208497
convenience,,59.770274,30.3345279
supermarket,Пятёрочка,59.8102465,30.3812196
supermarket,Перекрёсток,59.9266601,30.308374
hairdresser,,59.9312606,30.23784
supermarket,Полушка,59.9013835,30.4644058
supermarket,Нетто,60.0347831,30.3936463
car,БалтАвтоТрейд,60.0635984,30.318846
jewelry,Яшма Золото,59.9273417,30.3169592
car,Mitsubishi Motors,60.0494252,30.3131242
car,Автопойнт,60.050115,30.3127337
beauty,Rosso,60.0332534,30.4284354
supermarket,Дикси,59.9262,30.4090726
car_repair,Опель-центр,59.8390703,30.2999718
electronics,М.Видео,59.8069846,30.3205241
electronics,М.Видео,59.8300027,30.3790211
electronics,М.Видео,59.863223,30.4045109
electronics,М.Видео,59.8512385,30.3080754
electronics,М.Видео,60.0917177,30.3807244
electronics,М.Видео,60.0020977,30.2733452
electronics,М.Видео,59.9329696,30.4377295
electronics,М.Видео,59.9124719,30.3195393
electronics,М.Видео,60.0581192,30.3355033
electronics,М.Видео,59.9907784,30.2061089
electronics,М.Видео,59.8262592,30.3161684
electronics,М.Видео,59.9772864,30.317628
computer,Кей,59.9302753,30.3550842
car_repair,Шиномонтаж,60.0263659,30.2351636
car_repair,Шиномонтаж,60.0257713,30.2370455
car_repair,Шиномонтаж,60.0264346,30.242102
supermarket,Дикси,59.9222406,30.4833202
supermarket,Полушка,59.9292181,30.4718301
shoes,Kari,59.9313045,30.3551079
supermarket,Народная 7Я семьЯ,60.0175528,30.2390968
supermarket,Пятёрочка,60.0212316,30.227316
newsagent,Роспечать,59.9428044,30.2781277
kiosk,Первая полоса,59.9428548,30.2785012
florist,,59.9426116,30.278962
convenience,Агора,60.2584639,29.8401637
electronics,Эльдорадо,59.8998959,30.2720065
supermarket,Перекрёсток,59.8588463,30.2488187
electronics,Эльдорадо,59.8534271,30.3415619
convenience,Естный,60.0167325,30.2791707
supermarket,Народная 7Я семьЯ,59.8340949,30.1477888
supermarket,Перекрёсток,59.7350503,30.6123912
car_parts,,59.927133,30.4130858
convenience,Продукты,59.9269432,30.413197
clothes,Джинсы,59.849623,30.3250601
second_hand,,59.8491994,30.3289136
hairdresser,nota bene,59.8495772,30.3252469
supermarket,Народная 7Я семьЯ,60.0247818,30.6306024
doityourself,Планета Инструмент,59.8987697,30.4297884
pawnbroker,,59.8954757,30.425727
mobile_phone,Связной,59.8967383,30.4251403
hairdresser,Ева,59.8955182,30.4256411
newsagent,,59.8496422,30.3301795
doityourself,Мастер пол,59.8499848,30.330495
hunting,Левша,59.9425359,30.3932447
fabric,Невская рукодельница,59.9401654,30.3942541
car_parts,Exist.ru,60.0115214,30.3278412
supermarket,Дикси,59.9276203,30.3117395
supermarket,Пятёрочка,60.1387609,30.2147687
convenience,Продукты,59.9225835,30.4197325
tea,Море чая,59.9281022,30.4121631
clothes,Спрос,59.9271594,30.4129399
furniture,Салонъ старого мастера,59.9266534,30.4134519
doityourself,Электроинструмент,59.9866164,30.2247876
phone_repair,,59.9417457,30.279492
jewelry,Стильное серебро,59.9403357,30.2815037
gift,lilkko,59.9406311,30.2811779
clothes,Седьмая линия,59.9407159,30.2810777
second_hand,,59.9415146,30.2797027
shoes,Marko,59.940552,30.2812756
video,,59.9414161,30.2797405
shoes,Ecco,59.9415998,30.2800505
beauty,Kistochki,59.9410596,30.2801102
mobile_phone,Мегафон,59.9423132,30.2792247
hairdresser,Салон причёсок,59.9413792,30.2796112
photo,"Ремонт телефонов, ноутбуков, телевизоров, фотоаппаратов",59.9418172,30.2797793
outdoor,Снаряжение,59.9429304,30.2814254
clothes,ТВОЁ,59.9402683,30.2815953
mobile_phone,,59.9417466,30.2794562
clothes,Камея,59.9414679,30.2795397
clothes,Брюки,59.9415654,30.2794721
clothes,Каменное солнце,59.9418272,30.2785747
erotic,Розовый кролик,59.9417337,30.2794403
clothes_repair,,59.940495,30.2809829
convenience,Минимаркет Daily,59.9419057,30.2796966
shoes,Chester,59.9399255,30.2819728
copyshop,Яркий мир,59.9408162,30.2809587
tea,Чайная студия,59.94098,30.2805893
gift,Симфония камня,59.9401186,30.2817562
beauty,Заноза,59.9419635,30.2791612
mobile_phone,Сотовая связь,59.9415804,30.2795277
furniture,Частная коллекция,59.9396838,30.279605
beauty,,59.9379746,30.2842566
tools,Петербургский цирюльник,59.940042,30.2791846
shoes,Обувные материалы,59.9366203,30.2854394
pet,,59.9391698,30.2801617
kitchen,Посуда,59.9398581,30.2793988
copyshop,Zoom,59.9387496,30.2832971
butcher,Великолукский мясокомбинат,59.9393204,30.2818588
convenience,Продукты,59.9392428,30.2800709
supermarket,5 шагов,59.9375335,30.2847516
car_parts,Автомай,59.9366541,30.2854036
general,Дом быта,59.9365824,30.2854732
supermarket,,60.0186748,30.2709133
fabric,Пряжа,59.94227,30.2774344
alcohol,,59.9423725,30.2768639
florist,Оранж,59.9424711,30.2770508
doityourself,220 вольт,59.9419165,30.2769395
video,diskаунт,59.9420848,30.2771661
computer,Кей,59.9423009,30.276518
kiosk,,59.942499,30.2771522
bakery,Русские пироги,59.9418259,30.2770329
clothes,Акция,59.9423536,30.2777326
